1.3, 3.0, 0.7, -1.9, -2.5, -5.2, -0.5, 1.6, -1.7, 1.2
parameter ends

state | action | reward
[0.03] | 1 | 1.0
0.02785155177116394 | 1 | 1.0
0.031763456761837006 | 1 | 1.0
0.039563074707984924 | 0 | 1.0
0.05125230923295021 | 1 | 1.0
0.059030480682849884 | 0 | 1.0
0.07070648670196533 | 1 | 1.0
0.07847854495048523 | 0 | 1.0
0.09015604853630066 | 1 | 1.0
0.09793704748153687 | 0 | 1.0
0.10963063687086105 | 1 | 1.0
0.11743558943271637 | 0 | 1.0
0.12915994226932526 | 1 | 1.0
0.13700410723686218 | 0 | 1.0
0.14877420663833618 | 1 | 1.0
0.15667331218719482 | 0 | 1.0
0.16850458085536957 | 1 | 1.0
0.17647497355937958 | 0 | 1.0
0.18838340044021606 | 1 | 1.0
Total reward: 19.0
