0.7, 1.6, -0.8, -4.3, -0.8, 0.5, -0.3, 6.1, -1.1, 2.5
parameter ends

state | action | reward
[-0.02] | 1 | 1.0
-0.015160748735070229 | 1 | 1.0
-0.010293726809322834 | 0 | 1.0
-0.0015340268146246672 | 1 | 1.0
0.0033157572615891695 | 0 | 1.0
0.012063317932188511 | 1 | 1.0
0.01690545678138733 | 0 | 1.0
0.025650128722190857 | 1 | 1.0
0.03049391880631447 | 0 | 1.0
0.03924478217959404 | 1 | 1.0
0.04409944266080856 | 0 | 1.0
0.05286560207605362 | 1 | 1.0
0.057740479707717896 | 0 | 1.0
0.06653126329183578 | 1 | 1.0
0.07143604010343552 | 0 | 1.0
0.08026117831468582 | 1 | 1.0
0.08520608395338058 | 0 | 1.0
0.09407588094472885 | 0 | 1.0
0.09907186031341553 | 1 | 1.0
0.10019918531179428 | 0 | 1.0
0.10525821894407272 | 1 | 1.0
0.10645254701375961 | 0 | 1.0
0.11158128827810287 | 1 | 1.0
0.11285024881362915 | 0 | 1.0
0.11805672198534012 | 1 | 1.0
0.11940942704677582 | 0 | 1.0
0.12470304220914841 | 0 | 1.0
0.12615013122558594 | 1 | 1.0
0.12375729531049728 | 0 | 1.0
Total reward: 29.0
